morph_id,acronym,catalogue_no,catalogue_no_ed,institute,subspecies,sex,prefecture,municipality,locality,region,population,landform,supernumerary_teeth,missing_teeth,rotated_or_abnormaly_oriented_teeth,bone_swelling,bone_depression,bone_deformity_likely_due_to_trauma ,broken,remarks
PRI-10044,PRI,10044,10044,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10110,PRI,10110,10110,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10126,PRI,10126,10126,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Shimokita-gun Saimura,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10228,PRI,10228,10228,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Shimokita-gun Omamachi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10635,PRI,10635,10635,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Shimokita-gun,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10651,PRI,10651,10651,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10652,PRI,10652,10652,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10653,PRI,10653,10653,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10658,PRI,10658,10658,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10673,PRI,10673,10673,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Shimokita-gun Saimura,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10674,PRI,10674,10674,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Shimokita-gun Saimura,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10675,PRI,10675,10675,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Shimokita-gun Omamachi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10682,PRI,10682,10682,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Shimokita-gun Omamachi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10684,PRI,10684,10684,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Shimokita-gun Omamachi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10691,PRI,10691,10691,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10693,PRI,10693,10693,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10695,PRI,10695,10695,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10710,PRI,10710,10710,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10712,PRI,10712,10712,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10723,PRI,10723,10723,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Shimokita-gun Omamachi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10724,PRI,10724,10724,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Shimokita-gun Omamachi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10726,PRI,10726,10726,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10727,PRI,10727,10727,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10742,PRI,10742,10742,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10744,PRI,10744,10744,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10751,PRI,10751,10751,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,Right zygomatic arch,
PRI-9824,PRI,9824,9824,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Shimokita-gun Saimura,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,Neurocranium opened,
PRI-9825,PRI,9825,9825,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-9850,PRI,9850,9850,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Aomori,Shimokita-gun Saimura,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10045,PRI,10045,10045,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Saimura,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10076,PRI,10076,10076,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Kazamauramura,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10095,PRI,10095,10095,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10676,PRI,10676,10676,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Omamachi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10678,PRI,10678,10678,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Omamachi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10680,PRI,10680,10680,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Omamachi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,Right zygomatic arch,
PRI-10690,PRI,10690,10690,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,Left zygomatic arch,,
PRI-10700,PRI,10700,10700,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Saimura,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10702,PRI,10702,10702,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Saimura,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10703,PRI,10703,10703,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Saimura,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10704,PRI,10704,10704,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Saimura,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10705,PRI,10705,10705,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Saimura,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10711,PRI,10711,10711,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10713,PRI,10713,10713,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Omamachi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10716,PRI,10716,10716,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Omamachi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10722,PRI,10722,10722,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10729,PRI,10729,10729,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Mutsu-shi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10731,PRI,10731,10731,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Omamachi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10732,PRI,10732,10732,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10734,PRI,10734,10734,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Saimura,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10736,PRI,10736,10736,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Kazamauramura,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10737,PRI,10737,10737,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Omamachi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-10739,PRI,10739,10739,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Omamachi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,Right zygomatic arch,
PRI-10740,PRI,10740,10740,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Omamachi,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-8873,PRI,8873,8873,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,,Shimokita,Shimokita,Shimokita,peninsula,,,,,,Left zygomatic arch,,
PRI-8885,PRI,8885,8885,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,,
PRI-9863,PRI,9863,9863,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Aomori,Shimokita-gun Kazamauramura,Shimokita,Shimokita,Shimokita,peninsula,,,,,,,Neurocranium opened,
PRI-6242,PRI,6242,6242,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Chiba,Kimitsu-shi,Boso,Boso,Boso,peninsula,,,,,,,,
PRI-6494,PRI,6494,6494,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Chiba,,Boso,Boso,Boso,peninsula,,,,,,,,
PRI-6497,PRI,6497,6497,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Chiba,Kimitsu-shi,Boso,Boso,Boso,peninsula,,,,,,,,
PRI-6498,PRI,6498,6498,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Chiba,,Boso,Boso,Boso,peninsula,,,,,,,,
PRI-6503,PRI,6503,6503,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Chiba,,Boso,Boso,Boso,peninsula,,,,,,,,A dicom slice missing?
PRI-6504,PRI,6504,6504,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Chiba,,Boso,Boso,Boso,peninsula,,,,,,,,
PRI-4360,PRI,4360,4360,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Fukui,,Wakasa,Ryonan,Ryonan,mainland,,,,,,,,
PRI-4370,PRI,4370,4370,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Fukui,,,Ryonan,Ryonan,mainland,,,,,,,,
PRI-4374,PRI,4374,4374,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Fukui,Mikata-gun Mihamacho,,Ryonan,Ryonan,mainland,,,,,,,,
PRI-5194,PRI,5194,5194,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Fukui,,Wakasa,Ryonan,Ryonan,mainland,,,,,,,,
PRI-5731,PRI,5731,5731,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Fukui,,Wakasa,Ryonan,Ryonan,mainland,,,,,,,,
PRI-5736,PRI,5736,5736,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,female,Fukui,,Wakasa,Ryonan,Ryonan,mainland,,,,,,,,
PRI-4076,PRI,4076,4076,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Fukui,Mikata-gun Mihamacho,,Ryonan,Ryonan,mainland,,,,,,,,
PRI-4113,PRI,4113,4113,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Fukui,Obama-shi,,Ryonan,Ryonan,mainland,,,,,,,,
PRI-4335,PRI,4335,4335,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Fukui,Mikata-gun Mihamacho,,Ryonan,Ryonan,mainland,,,,,,,,
PRI-4338,PRI,4338,4338,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Fukui,,,Ryonan,Ryonan,mainland,,,,,,,,
PRI-4341,PRI,4341,4341,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Fukui,,Wakasa,Ryonan,Ryonan,mainland,,,,,,,,
PRI-5184,PRI,5184,5184,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Fukui,,Wakasa,Ryonan,Ryonan,mainland,,,,,,,,
PRI-5737,PRI,5737,5737,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Fukui,,Wakasa,Ryonan,Ryonan,mainland,,,,,Upper right part of frontal bone,,,
GMNH-V14-621,GMNH,V14-621,VM14-621,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM10-348,GMNH,VM10-348,VM10-348,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM12-450,GMNH,VM12-450,VM12-450,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM13-388,GMNH,VM13-388,VM13-388,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,Upper right part of frontal bone,,,
GMNH-VM13-392,GMNH,VM13-392,VM13-392,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-160,GMNH,VM14-160,VM14-160,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-325,GMNH,VM14-325,VM14-325,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-535,GMNH,VM14-535,VM14-535,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-559,GMNH,VM14-559,VM14-559,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-565,GMNH,VM14-565,VM14-565,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-567,GMNH,VM14-567,VM14-567,Gunma Museum of Natural History,fuscata,female,Gunma,Showa-mura,,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-609,GMNH,VM14-609,VM14-609,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-614,GMNH,VM14-614,VM14-614,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-616,GMNH,VM14-616,VM14-616,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-620,GMNH,VM14-620,VM14-620,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-688,GMNH,VM14-688,VM14-688,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-696,GMNH,VM14-696,VM14-696,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-700,GMNH,VM14-700,VM14-700,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,Right second incisor,,,,,,
GMNH-VM14-727,GMNH,VM14-727,VM14-727,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-737,GMNH,VM14-737,VM14-737,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-742,GMNH,VM14-742,VM14-742,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-765,GMNH,VM14-765,VM14-765,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-777,GMNH,VM14-777,VM14-777,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,Upper right part of frontal bone,Right zygomatic arch,,
GMNH-VM14-806,GMNH,VM14-806,VM14-806,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM15-5,GMNH,VM15-5,VM15-5,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-V14-597,GMNH,V14-597,VM14-597,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-V14-611,GMNH,V14-611,VM14-611,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM09-457,GMNH,VM09-457,VM09-457,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM10-427,GMNH,VM10-427,VM10-427,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM11-16,GMNH,VM11-16,VM11-16,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM12-388,GMNH,VM12-388,VM12-388,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM13-350,GMNH,VM13-350,VM13-350,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-159,GMNH,VM14-159,VM14-159,Gunma Museum of Natural History,fuscata,female,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-265,GMNH,VM14-265,VM14-265,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-266,GMNH,VM14-266,VM14-266,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-269,GMNH,VM14-269,VM14-269,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Kamihocchi-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-493,GMNH,VM14-493,VM14-493,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-500,GMNH,VM14-500,VM14-500,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,Right first incisor,,,,,,
GMNH-VM14-502,GMNH,VM14-502,VM14-502,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-563,GMNH,VM14-563,VM14-563,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,"Left first incisor, and right first and second incisors",,,,,,
GMNH-VM14-573,GMNH,VM14-573,VM14-573,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-610,GMNH,VM14-610,VM14-610,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-619,GMNH,VM14-619,VM14-619,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-670,GMNH,VM14-670,VM14-670,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-697,GMNH,VM14-697,VM14-697,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-715,GMNH,VM14-715,VM14-715,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-716,GMNH,VM14-716,VM14-716,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-725,GMNH,VM14-725,VM14-725,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-728,GMNH,VM14-728,VM14-728,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM14-778,GMNH,VM14-778,VM14-778,Gunma Museum of Natural History,fuscata,male,Gunma,Numata-shi,Tone-cho,Tone,Tone,mainland,,,,,,,,
GMNH-VM09-45,GMNH,VM09-45,VM09-45,Gunma Museum of Natural History,fuscata,male,Gunma,Yasunaka-shi,Matsuida-cho,Yasunaka,Yasunaka,mainland,,Right first incisor,,,,Right zygomatic arch,,
HNCC-02-20,HNCC,02-20,02-20,Hakusan Nature Conservation Center,fuscata,female,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-03-17,HNCC,03-17,03-17,Hakusan Nature Conservation Center,fuscata,female,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-03-18,HNCC,03-18,03-18,Hakusan Nature Conservation Center,fuscata,female,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-03-22,HNCC,03-22,03-22,Hakusan Nature Conservation Center,fuscata,female,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-04-15,HNCC,04-15,04-15,Hakusan Nature Conservation Center,fuscata,female,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-04-85,HNCC,04-85,04-85,Hakusan Nature Conservation Center,fuscata,female,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-04-89,HNCC,04-89,04-89,Hakusan Nature Conservation Center,fuscata,female,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-05-23,HNCC,05-23,05-23,Hakusan Nature Conservation Center,fuscata,female,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-06-35,HNCC,06-35,06-35,Hakusan Nature Conservation Center,fuscata,female,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-86-3Y,HNCC,86-3Y,86-3Y,Hakusan Nature Conservation Center,fuscata,female,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-03-10,HNCC,03-10,03-10,Hakusan Nature Conservation Center,fuscata,male,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-04-14,HNCC,04-14,04-14,Hakusan Nature Conservation Center,fuscata,male,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-04-60,HNCC,04-60,04-60,Hakusan Nature Conservation Center,fuscata,male,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-05-17,HNCC,05-17,05-17,Hakusan Nature Conservation Center,fuscata,male,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-05-43,HNCC,05-43,05-43,Hakusan Nature Conservation Center,fuscata,male,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-06-23,HNCC,06-23,06-23,Hakusan Nature Conservation Center,fuscata,male,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-06-40,HNCC,06-40,06-40,Hakusan Nature Conservation Center,fuscata,male,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-06-59,HNCC,06-59,06-59,Hakusan Nature Conservation Center,fuscata,male,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,
HNCC-06-60,HNCC,06-60,06-60,Hakusan Nature Conservation Center,fuscata,male,Ishikawa,,Hakusan,Hakusan,Hakusan,mainland,,,,,,,,Metal artifact
PRI-9429,PRI,9429,9429,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",fuscata,male,Kagoshima,Satsuma-gun Satsuma-cho,,Satsuma,Satsuma,mainland,,,,,,,,
PRI-10377,PRI,10377,10377,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",yakui,female,Kagoshima,,Yakushima,Yakushima,Yakushima,island,,,,,,,,
PRI-10767,PRI,10767,10767,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",yakui,female,Kagoshima,,Yakushima,Yakushima,Yakushima,island,,,,,,,,
PRI-10771,PRI,10771,10771,"Center for the Evolutionary Origins of Human Behavior, Kyoto University",yakui,female,Kagoshima,,Yakushima,Yakushima,Yakushima,island,,,,,,,,
